5,0.190000,0.040000
7,0.400000,0.110000
10,0.490000,0.060000
13,0.650000,0.070000
15,0.770000,0.030000
17,0.820000,0.120000
20,0.860000,0.100000
25,0.930000,0.050000
27,0.960000,0.100000
30,1.000000,0.130000
33,1.000000,0.020000
37,1.000000,0.080000
