1645.000000,27.000000
1701.000000,55.000000
1707.000000,51.000000
1803.000000,63.000000
1632.000000,25.000000
1703.000000,63.000000
1600.000000,38.000000
1702.000000,45.000000
1635.000000,42.000000
1695.000000,60.000000
1612.000000,29.000000
1673.000000,51.000000
1691.000000,43.000000
1617.000000,24.000000
1676.000000,43.000000
1817.000000,79.000000
1781.000000,55.000000
1746.000000,51.000000
1860.000000,60.000000
1699.000000,38.000000
1642.000000,65.000000
1581.000000,31.000000
1686.000000,40.000000
1881.000000,52.000000
1751.000000,58.000000
1776.000000,54.000000
1754.000000,59.000000
1745.000000,72.000000
1656.000000,41.000000
1653.000000,53.000000
1784.000000,59.000000
1732.000000,50.000000
1785.000000,63.000000
1706.000000,64.000000
1745.000000,50.000000
1721.000000,54.000000
1632.000000,45.000000
1563.000000,23.000000
1632.000000,28.000000
1613.000000,48.000000
1773.000000,47.000000
1634.000000,23.000000
1734.000000,56.000000
1686.000000,45.000000
1816.000000,78.000000
1634.000000,25.000000
1579.000000,37.000000
1582.000000,31.000000
1707.000000,49.000000
1732.000000,55.000000
1708.000000,48.000000
1706.000000,44.000000
1655.000000,24.000000
1786.000000,69.000000
1650.000000,36.000000
1597.000000,38.000000
1746.000000,66.000000
1598.000000,26.000000
1615.000000,41.000000
1668.000000,44.000000
1622.000000,34.000000
1726.000000,54.000000
1727.000000,42.000000
1592.000000,12.000000
1621.000000,33.000000
1773.000000,66.000000
1660.000000,40.000000
1714.000000,52.000000
1707.000000,76.000000
1729.000000,43.000000
1607.000000,25.000000
1525.000000,33.000000
1652.000000,38.000000
1614.000000,42.000000
1830.000000,75.000000
1749.000000,85.000000
1652.000000,36.000000
1618.000000,38.000000
1723.000000,46.000000
1544.000000,30.000000
1651.000000,45.000000
1768.000000,42.000000
1656.000000,39.000000
1704.000000,58.000000
1787.000000,48.000000
1751.000000,84.000000
1778.000000,51.000000
1621.000000,43.000000
1739.000000,84.000000
1728.000000,79.000000
1634.000000,47.000000
1631.000000,42.000000
1858.000000,84.000000
1721.000000,54.000000
1715.000000,44.000000
1875.000000,67.000000
1689.000000,46.000000
1707.000000,52.000000
1585.000000,18.000000
1820.000000,68.000000
1728.000000,53.000000
1772.000000,58.000000
1634.000000,46.000000
1717.000000,47.000000
1718.000000,61.000000
1805.000000,68.000000
1730.000000,63.000000
1592.000000,35.000000
1635.000000,36.000000
1681.000000,71.000000
1740.000000,62.000000
1694.000000,64.000000
1737.000000,40.000000
1659.000000,47.000000
1752.000000,64.000000
1781.000000,69.000000
1652.000000,42.000000
1792.000000,46.000000
1828.000000,69.000000
1692.000000,69.000000
1713.000000,59.000000
1712.000000,61.000000
1758.000000,47.000000
1720.000000,43.000000
