1892.000000,60.000000
1790.000000,39.000000
1809.000000,42.000000
1965.000000,68.000000
1892.000000,66.000000
1894.000000,41.000000
1780.000000,41.000000
1921.000000,36.000000
1897.000000,39.000000
1876.000000,53.000000
1877.000000,50.000000
2013.000000,65.000000
1894.000000,41.000000
1898.000000,70.000000
1803.000000,46.000000
1855.000000,66.000000
1983.000000,74.000000
1874.000000,43.000000
1889.000000,58.000000
1906.000000,31.000000
1922.000000,61.000000
1798.000000,43.000000
1923.000000,68.000000
1861.000000,36.000000
1784.000000,37.000000
1921.000000,64.000000
1858.000000,41.000000
1950.000000,70.000000
1842.000000,59.000000
1984.000000,67.000000
1910.000000,74.000000
2006.000000,52.000000
1889.000000,60.000000
1913.000000,48.000000
2040.000000,79.000000
1819.000000,36.000000
1790.000000,48.000000
1918.000000,35.000000
1840.000000,51.000000
2016.000000,64.000000
1822.000000,56.000000
1867.000000,50.000000
1804.000000,49.000000
2018.000000,48.000000
1843.000000,53.000000
1769.000000,25.000000
1813.000000,32.000000
1761.000000,28.000000
1857.000000,35.000000
1898.000000,56.000000
1903.000000,49.000000
1784.000000,31.000000
2034.000000,72.000000
1866.000000,45.000000
1947.000000,58.000000
1857.000000,50.000000
1903.000000,66.000000
1702.000000,26.000000
1884.000000,46.000000
1887.000000,48.000000
1840.000000,63.000000
1898.000000,64.000000
1844.000000,26.000000
1735.000000,39.000000
1773.000000,40.000000
1936.000000,77.000000
1796.000000,20.000000
1943.000000,47.000000
1918.000000,49.000000
1755.000000,44.000000
1823.000000,44.000000
1842.000000,54.000000
1951.000000,64.000000
1874.000000,66.000000
1702.000000,25.000000
1823.000000,51.000000
1868.000000,43.000000
1935.000000,60.000000
1855.000000,38.000000
1848.000000,46.000000
1830.000000,36.000000
1832.000000,57.000000
1798.000000,43.000000
1732.000000,15.000000
1964.000000,60.000000
1827.000000,45.000000
1845.000000,39.000000
1901.000000,64.000000
2005.000000,71.000000
1783.000000,37.000000
1990.000000,72.000000
1831.000000,70.000000
1805.000000,38.000000
1900.000000,52.000000
1787.000000,39.000000
1706.000000,22.000000
1804.000000,37.000000
2013.000000,77.000000
1908.000000,49.000000
1939.000000,47.000000
